Month,Wind speed,Wind direction,Sun,Cloud cover,Chances of rain
9,8,4,60,72,41
8,18,1,11,52,17
7,60,3,87,51,32
8,20,1,91,54,78
7,56,4,46,37,73
6,16,3,35,63,63
4,29,4,96,84,31
7,70,1,30,100,69
8,47,3,96,55,79
4,35,1,52,72,53
6,75,4,58,59,45
4,10,3,28,59,18
2,52,4,20,63,36
12,40,1,74,20,43
1,19,1,85,20,11
8,80,4,65,72,37
6,8,2,66,60,19
9,15,4,82,63,27
11,3,3,63,83,49
9,26,3,25,30,42
11,75,4,62,57,13
5,46,1,10,90,16
5,62,4,66,78,25
2,57,4,52,87,48
7,48,4,55,56,12
4,68,3,28,29,17
1,41,3,90,71,80
1,21,2,78,32,27
4,12,3,11,95,23
9,68,3,23,22,85
11,18,2,99,39,56
3,28,3,95,68,72
11,68,1,79,47,43
1,25,2,36,83,78
11,14,2,74,68,69
1,42,4,25,24,45
11,56,1,67,74,23
5,43,2,53,25,83
11,77,1,31,63,11
8,16,2,33,23,51
8,74,4,60,95,40
9,32,1,48,67,54
9,54,2,87,37,66
9,2,4,48,22,21
7,35,2,85,96,24
8,51,1,95,22,12
3,0,2,14,54,20
8,53,3,23,82,49
1,9,1,41,81,40
5,5,3,45,59,60
4,28,4,93,65,46
10,71,3,50,56,60
12,31,2,59,67,31
8,50,1,95,42,86
11,34,2,14,45,73
10,67,4,95,58,21
5,25,4,14,35,58
4,15,3,88,52,55
7,70,1,14,65,28
11,16,1,70,51,74
11,2,1,43,52,68
9,55,2,59,52,42
3,14,1,95,68,15
8,55,4,26,55,80
2,16,2,100,98,45
1,26,4,86,47,65
5,11,4,69,28,59
8,26,4,80,61,10
10,43,4,58,99,35
12,79,2,62,38,47
5,44,3,10,67,15
6,30,1,45,23,32
3,66,2,77,91,22
11,17,4,12,34,86
8,30,1,46,40,65
5,31,3,27,41,26
2,63,2,14,40,15
4,64,2,60,56,68
6,54,4,48,59,77
2,61,1,47,23,55
5,40,2,82,88,42
11,56,3,25,99,86
9,12,1,22,85,82
6,30,3,64,93,20
2,79,3,37,81,18
2,18,4,72,34,66
7,12,3,33,49,69
10,46,4,46,34,56
10,45,4,50,82,24
9,1,2,89,88,53
9,79,3,99,61,55
9,74,1,73,85,19
11,62,1,77,53,15
6,50,1,93,73,62
3,79,3,65,97,37
9,76,4,34,78,32
2,57,1,34,23,11
10,70,1,31,77,64
12,29,1,63,84,23
4,11,2,10,90,73
2,5,4,67,46,18
2,0,1,18,29,68
5,67,1,47,86,64
7,41,4,64,28,11
11,43,4,76,63,17
12,61,4,62,47,38
8,45,1,83,44,70
8,27,4,76,69,26
7,27,1,75,56,29
3,18,2,55,71,12
1,23,2,23,50,43
6,30,4,100,27,44
2,68,4,83,39,53
6,56,2,46,25,23
10,79,1,84,42,83
6,20,1,46,97,83
8,3,1,13,58,19
2,72,4,22,66,52
10,57,1,94,65,43
1,41,1,39,97,43
8,77,2,49,54,24
2,44,4,41,20,36
4,47,2,39,28,13
6,4,1,96,99,55
11,44,2,17,66,23
5,61,3,51,46,88
9,0,2,94,72,11
2,41,3,15,67,14
8,58,2,66,28,41
2,71,2,89,21,52
3,71,3,34,70,68
2,47,4,17,96,31
3,28,1,87,67,72
2,46,4,34,20,68
12,61,1,61,49,19
11,31,4,92,71,15
6,69,1,98,47,83
6,69,3,15,60,39
10,13,2,81,36,83
12,31,1,60,97,70
10,31,4,68,81,72
4,20,4,85,48,36
2,39,2,91,46,34
8,29,1,39,30,43
2,55,1,66,91,61
11,79,2,13,48,34
3,21,3,35,72,56
10,49,2,48,84,71
1,7,3,58,64,17
12,78,3,63,49,69
8,7,2,24,75,35
11,56,2,49,93,25
6,14,4,72,44,66
8,35,1,60,92,62
11,29,4,29,68,85
10,48,4,83,29,70
2,6,4,13,24,52
11,33,1,39,83,14
6,18,3,41,44,57
10,1,3,66,25,86
9,41,3,91,74,36
1,42,4,79,21,40
7,6,4,74,34,63
1,28,4,19,94,60
10,5,2,27,44,16
5,15,4,10,95,67
4,40,1,77,73,74
11,45,3,90,81,64
4,71,3,94,87,13
6,70,3,65,62,42
6,65,2,90,83,60
4,36,2,29,98,24
8,78,2,32,56,69
10,3,4,88,31,11
11,37,2,66,69,90
4,6,2,39,49,69
3,27,1,62,100,55
1,7,4,21,77,18
4,58,4,77,28,50
3,21,3,19,90,79
8,49,3,100,89,81
11,64,2,51,84,44
12,57,2,56,29,11
9,34,1,64,37,19
9,61,1,36,53,77
3,50,4,26,82,11
9,5,1,95,59,62
10,13,3,93,82,25
2,74,4,79,96,34
4,22,3,20,77,69
9,26,2,84,66,45
3,53,1,84,59,48
10,49,2,33,45,39
2,64,1,65,67,86
6,61,2,26,22,51
2,6,2,73,28,29
1,68,4,93,60,46
5,26,2,70,40,89
10,21,4,93,95,33
2,22,2,29,33,56
12,38,3,80,76,21
4,51,2,71,53,34
11,67,4,56,65,25
5,69,3,53,59,25
8,30,4,60,55,23
9,77,3,90,76,21
9,78,3,90,49,51
3,34,1,75,88,81
5,20,3,41,69,31
8,78,4,84,93,26
10,14,1,70,90,30
4,73,1,17,46,64
5,45,3,68,44,41
10,17,1,62,37,16
3,64,2,54,96,86
10,47,2,100,83,56
3,2,4,21,49,52
1,60,1,58,71,37
11,68,3,65,22,82
8,47,3,95,40,82
2,41,2,44,89,11
11,1,2,75,71,89
12,53,3,14,59,54
6,23,2,19,31,74
7,68,4,76,85,14
12,40,2,74,70,21
6,56,3,74,38,57
12,73,3,16,71,15
5,74,4,13,81,23
9,60,1,23,24,79
6,34,1,65,39,24
6,16,2,37,95,90
4,50,4,13,84,74
10,66,2,87,96,44
7,51,1,75,73,28
8,12,4,62,27,32
4,4,3,41,92,65
1,75,4,89,100,10
1,35,4,15,90,82
6,49,1,95,77,50
9,69,4,14,81,41
4,39,3,93,26,75
6,27,1,87,85,78
8,31,4,65,22,73
2,23,3,18,85,14
6,3,3,20,96,15
7,21,3,36,29,75
6,55,2,99,58,82
9,17,3,73,76,69
10,20,2,32,96,88
8,43,4,45,99,40
10,64,3,53,70,15
2,71,3,30,82,41
12,13,1,94,68,39
8,32,2,33,82,60
12,7,1,79,85,67
9,42,2,44,55,50
11,38,4,64,97,36
11,80,1,85,90,35
9,34,4,59,79,87
4,39,3,28,56,40
12,37,2,19,57,16
7,5,1,84,45,58
7,33,2,27,85,90
2,19,4,56,33,53
12,13,3,44,21,41
10,20,4,81,64,12
1,32,3,22,33,49
7,80,4,85,31,50
6,40,1,59,42,32
10,39,3,26,54,16
8,50,2,97,81,27
7,50,3,88,85,26
7,42,4,27,24,74
1,26,1,52,77,78
4,14,4,60,29,85
3,27,1,42,72,41
9,80,4,50,74,57
12,35,3,71,95,60
2,44,1,89,39,86
9,12,1,48,79,13
1,70,3,11,26,56
10,30,2,60,23,41
4,32,4,69,82,32
11,18,3,33,43,82
2,1,4,19,91,36
8,48,1,13,86,29
6,48,2,17,89,26
3,37,2,95,100,74
1,49,2,36,93,30
4,25,1,22,50,87
6,23,2,35,90,40
8,64,4,94,28,55
2,36,1,40,60,59
4,21,3,22,62,80
7,21,1,25,90,75
11,36,1,92,80,62
2,0,1,66,87,75
7,40,2,70,91,57
8,79,1,46,49,41
7,52,4,100,57,87
5,78,3,48,59,22
8,58,4,37,31,83
5,76,3,55,20,76
2,22,2,78,57,31
12,72,4,53,23,45
7,43,4,40,43,38
5,31,3,84,77,86
1,1,1,64,42,88
1,75,2,95,100,29
1,57,3,50,40,90
11,16,4,69,69,24
3,39,4,34,64,25
4,79,2,17,57,13
6,31,3,92,35,20
12,16,1,70,82,16
7,69,3,57,39,52
6,69,4,76,30,51
10,26,4,60,66,26
3,10,4,45,64,71
3,69,2,59,52,62
3,79,1,83,66,29
2,72,4,20,21,63
1,2,1,58,38,67
3,35,1,67,64,28
11,47,3,33,83,62
9,64,3,51,47,35
1,28,3,31,77,79
1,68,3,41,46,83
3,7,2,30,79,79
10,58,3,38,55,69
3,2,3,66,72,24
11,74,4,54,53,25
6,76,3,30,23,77
4,38,2,85,57,89
9,43,1,86,88,20
5,60,4,71,79,26
3,13,3,42,71,72
11,21,4,81,50,14
6,59,3,65,45,79
12,7,3,64,95,65
4,80,1,40,55,39
12,65,4,26,56,84
8,71,2,91,90,85
2,14,1,95,41,76
9,49,1,27,39,62
7,2,2,81,70,37
12,54,3,44,20,45
2,31,3,59,95,27
6,15,4,79,37,45
5,28,4,57,98,36
5,55,3,65,28,12
9,71,3,92,58,16
6,35,4,58,86,83
7,38,4,18,43,27
12,52,4,99,30,19
2,0,1,39,86,88
3,16,1,73,39,37
3,27,1,65,52,58
10,15,4,14,41,52
5,1,4,22,57,59
12,16,2,91,53,77
7,64,4,55,42,46
7,27,1,29,61,46
2,60,1,64,59,38
6,53,2,45,72,82
2,46,1,28,25,52
3,19,2,97,20,78
9,28,4,61,53,13
11,10,3,31,30,56
3,13,3,86,33,38
2,23,2,69,69,55
2,31,3,35,58,22
5,32,1,71,59,24
7,19,2,42,22,74
8,17,1,78,71,83
5,47,3,55,63,34
5,16,1,44,70,84
1,10,3,67,38,49
9,20,2,100,54,52
6,63,4,95,29,60
1,54,2,33,88,28
1,51,2,43,27,56
3,1,1,55,53,14
9,21,3,76,72,60
10,39,2,51,21,32
6,33,3,26,83,48
8,50,3,67,37,16
2,59,2,80,56,58
5,79,4,96,66,89
7,21,4,53,94,37
3,22,1,30,64,45
11,5,4,64,97,25
5,1,1,27,58,50
6,61,1,21,28,55
6,7,1,43,55,78
3,16,4,27,74,63
12,6,4,76,84,22
2,53,4,83,60,42
10,59,2,49,22,28
9,44,1,25,25,24
3,49,1,83,89,87
12,66,4,52,43,37
11,25,4,55,92,54
1,62,4,74,20,37
11,40,4,41,83,84
7,79,4,12,20,35
1,66,1,64,20,67
3,44,1,10,86,60
7,9,1,51,56,84
2,77,4,65,59,40
11,59,1,86,39,89
11,18,3,51,22,41
7,54,3,68,44,27
12,13,1,85,56,22
5,75,3,60,95,80
3,44,3,85,35,90
7,32,1,62,59,32
8,76,1,14,89,76
4,54,3,58,55,47
10,40,4,95,30,40
2,31,1,29,63,18
6,36,3,38,87,53
2,10,1,86,24,57
4,52,2,100,24,50
8,64,1,62,60,39
8,31,3,67,49,15
5,24,3,58,76,15
4,40,4,40,62,33
2,23,2,43,35,31
3,79,2,34,68,83
7,27,1,52,70,48
2,63,3,87,51,21
12,4,4,60,89,69
3,40,1,54,27,29
8,34,4,37,50,67
12,32,3,38,79,43
2,63,4,35,92,71
10,47,4,22,100,10
3,27,3,26,93,32
12,15,4,23,57,84
7,71,1,13,34,56
5,27,1,88,46,64
9,0,3,28,48,41
11,65,3,88,99,83
7,64,2,15,66,38
3,24,2,98,20,50
3,18,4,81,26,60
3,76,1,99,86,12
7,23,4,80,79,18
6,64,2,84,87,41
3,42,3,36,97,22
12,67,4,87,42,30
12,13,2,78,78,50
3,58,3,43,92,63
9,32,4,78,74,73
10,15,4,73,44,80
11,0,4,18,36,56
6,14,3,36,56,55
6,19,3,64,39,24
6,13,3,54,73,48
2,39,4,17,25,65
4,38,4,79,82,46
11,51,1,24,35,75
9,38,4,42,91,45
1,39,4,58,99,44
8,1,4,66,83,16
1,1,2,71,64,76
2,41,1,13,31,40
8,42,4,43,63,45
1,4,2,31,92,31
4,26,4,21,57,46
1,45,4,99,91,71
6,37,1,15,50,18
1,44,3,45,53,26
4,52,2,20,78,71
7,64,2,61,52,89
3,36,4,51,37,45
5,61,3,14,61,21
2,76,1,67,61,80
3,19,4,78,87,38
2,39,1,11,77,10
1,72,1,36,95,34
12,77,2,74,30,85
11,4,2,52,31,58
2,52,4,17,92,59
2,76,4,95,98,71
6,39,1,32,92,49
9,79,2,29,90,35
6,49,1,70,25,16
2,66,1,91,33,43
9,3,1,64,62,78
6,31,2,43,91,85
10,34,2,50,50,67
1,33,2,43,25,21
4,31,4,88,95,41
4,44,3,70,90,58
3,79,2,31,56,62
12,57,1,85,66,45
2,54,1,81,43,53
10,37,4,28,86,49
10,34,1,61,39,38
3,48,4,67,73,25
4,73,2,46,85,16
3,42,4,89,60,21
7,35,4,65,95,73
11,56,4,47,65,39
1,58,3,52,88,72
12,54,2,40,73,60
11,11,3,86,39,78
9,20,3,25,25,21
7,31,2,14,40,88
1,19,3,21,24,53
10,1,2,58,71,73
4,30,2,28,94,41
10,79,2,47,45,25
7,71,1,33,55,42
9,15,3,34,35,67
10,44,1,65,27,85
6,28,1,15,65,29
2,40,1,10,33,25
8,38,4,30,27,21
1,18,2,55,58,77
3,79,3,12,47,69
1,22,4,81,43,88
9,24,3,53,55,65
5,36,4,47,94,26
2,63,4,96,44,88
2,2,3,65,37,40
2,29,4,76,22,73
5,44,3,100,85,54
12,79,3,70,36,81
3,44,2,66,94,85
12,13,2,16,26,70
12,9,2,67,53,28
5,68,4,53,79,22
7,37,1,26,23,79
7,79,1,94,54,84
1,64,4,37,36,38
2,48,1,50,21,82
12,54,1,95,62,39
11,5,1,27,58,42
11,1,4,88,36,31
1,20,2,95,51,29
6,61,1,22,97,37
3,35,3,50,48,21
4,18,1,100,32,41
11,36,3,40,76,28
10,42,1,91,62,31
8,4,1,72,49,35
1,0,3,82,80,46
2,75,3,73,25,58
9,41,2,74,89,36
3,41,3,38,44,26
12,11,2,78,46,30
5,19,4,34,41,78
4,59,4,42,53,42
4,40,4,70,71,78
11,43,4,50,95,83
12,77,2,48,54,63
10,40,2,100,41,49
4,69,4,33,81,80
1,28,1,57,57,80
6,17,3,86,79,10
2,35,3,50,98,60
8,28,4,46,34,43
6,23,3,44,66,15
7,75,4,55,70,31
1,28,2,30,49,62
12,8,1,47,33,84
2,72,3,56,87,47
11,10,3,75,31,56
6,53,2,88,20,76
2,47,3,49,85,44
8,1,3,72,34,84
9,32,2,72,22,64
9,0,1,63,84,45
2,69,2,54,25,21
5,42,3,86,79,13
1,29,4,77,40,78
5,46,2,18,83,26
8,25,2,36,81,81
1,79,1,63,22,22
1,65,3,11,70,62
2,57,4,95,39,27
3,42,1,24,70,75
8,2,4,55,62,26
9,72,2,62,77,31
7,78,2,81,99,34
1,8,1,14,95,73
5,40,4,26,25,19
2,22,2,87,88,79
7,37,2,96,28,58
5,56,4,76,89,17
4,19,2,34,71,39
12,38,2,61,72,28
4,44,3,99,89,29
5,25,4,12,100,40
12,30,2,27,95,77
7,36,4,26,94,43
10,7,3,13,33,52
8,80,3,24,20,60
9,47,3,32,32,12
6,24,2,58,48,58
3,8,3,28,22,50
3,79,3,90,25,43
8,0,1,100,97,59
3,7,4,18,73,68
6,29,4,60,96,30
5,10,3,96,36,65
4,15,4,37,75,59
1,72,4,81,88,39
1,31,1,61,56,21
7,44,3,36,51,74
6,20,3,46,64,73
2,49,2,48,94,67
4,39,3,63,67,49
12,16,1,33,26,78
2,21,1,47,36,21
10,30,2,18,86,27
10,14,2,12,20,35
6,13,1,66,65,64
1,42,3,96,66,39
12,49,1,86,37,80
10,70,3,67,94,49
12,28,2,86,42,90
12,42,4,14,57,32
3,25,2,22,41,37
5,68,3,100,74,75
10,31,2,15,61,57
6,27,4,31,53,29
10,80,3,79,97,38
1,71,3,89,34,36
11,56,2,96,85,75
2,34,1,52,80,78
2,42,2,20,66,48
2,56,1,66,89,81
12,20,2,72,84,45
2,79,4,51,49,85
4,6,3,65,85,48
12,14,3,89,100,57
1,43,2,33,71,14
12,15,4,43,55,60
11,24,3,75,95,72
10,61,1,39,28,56
9,3,4,90,68,86
12,80,4,84,85,72
11,33,1,60,90,47
6,41,3,19,71,56
12,34,4,21,30,73
1,39,2,59,24,19
6,54,3,87,67,34
12,54,1,51,85,82
7,77,3,98,99,87
9,74,3,25,29,71
3,16,3,24,81,55
10,65,4,38,62,22
1,14,1,38,48,55
2,73,3,61,39,81
4,33,2,14,97,67
4,16,3,50,93,53
1,69,4,94,56,17
8,64,4,37,59,76
11,4,4,22,67,66
5,26,4,14,40,73
11,72,1,72,61,34
8,78,1,44,72,30
10,32,2,17,65,43
4,22,3,18,86,45
5,76,1,34,93,56
5,13,3,32,43,84
7,40,4,72,41,66
10,64,2,78,93,55
6,76,2,60,54,78
4,65,2,92,40,90
2,24,4,19,83,74
12,44,4,46,49,34
5,50,1,16,60,23
6,67,4,15,39,70
6,13,4,95,93,41
12,53,3,49,29,57
4,27,2,40,36,49
2,18,3,13,80,11
9,74,1,71,78,15
10,22,1,49,34,19
7,74,3,89,68,74
9,42,1,71,92,60
12,69,1,74,34,89
10,31,4,23,88,54
2,15,1,43,66,13
7,80,3,96,59,10
6,63,1,73,100,21
1,67,4,93,67,33
10,68,4,42,20,62
3,18,1,57,54,34
1,49,1,27,99,81
11,48,3,32,45,64
4,73,3,41,42,82
3,66,1,26,68,47
10,20,4,97,52,64
11,58,3,69,85,27
3,56,3,22,94,28
12,74,3,75,81,45
8,70,2,18,23,32
5,0,3,21,45,38
6,44,1,39,64,30
2,47,1,28,28,41
3,36,3,90,41,84
4,59,3,93,98,90
11,74,3,76,63,68
10,40,3,44,85,49
2,26,2,36,56,51
2,2,4,96,52,19
2,56,2,81,52,65
11,19,4,42,26,32
6,1,4,73,87,24
3,10,3,74,69,25
6,20,1,48,44,41
11,76,2,14,44,89
11,24,3,100,66,82
10,37,1,37,88,12
12,70,4,64,43,64
10,8,4,54,41,31
1,52,3,95,100,55
10,19,2,27,25,28
2,56,4,69,43,31
1,30,4,74,44,82
5,2,1,68,42,32
3,41,2,45,23,11
4,63,4,38,22,50
12,69,2,40,45,40
4,45,3,11,61,86
10,50,1,20,49,64
2,44,1,87,62,82
6,80,1,42,78,13
5,52,3,92,54,34
11,32,4,71,63,84
6,61,2,54,68,24
10,75,3,57,85,24
8,21,3,52,46,34
3,36,3,47,33,38
2,67,3,89,71,56
11,34,3,89,69,88
11,38,2,78,60,20
12,57,1,18,38,49
1,72,4,55,85,42
4,66,3,36,96,68
8,43,2,49,81,68
2,35,2,61,72,24
6,45,3,93,41,50
12,57,4,52,76,11
10,40,2,67,53,66
6,70,2,79,78,68
6,79,4,69,58,66
5,76,1,60,68,53
1,21,2,49,89,52
4,37,2,52,77,68
2,1,4,56,64,19
11,55,1,96,65,84
11,20,3,75,78,25
2,15,1,78,47,19
11,24,4,49,77,57
3,6,4,76,42,40
2,25,1,17,55,66
11,26,3,69,66,47
7,60,2,74,90,66
6,34,2,29,43,49
2,72,2,27,53,57
5,64,2,34,72,83
5,80,4,99,31,79
2,0,1,85,40,86
7,24,3,43,37,53
2,10,2,43,33,36
2,69,3,40,66,76
1,54,1,95,37,46
9,79,4,28,87,67
7,9,1,20,78,82
12,67,2,64,77,60
12,50,4,52,25,11
1,1,4,71,67,44
12,1,3,56,44,56
11,55,1,87,53,72
7,67,4,62,50,46
8,45,3,98,58,18
10,21,4,65,49,46
10,6,3,89,53,27
6,10,4,88,29,86
5,78,2,27,28,87
11,11,4,91,88,68
12,37,3,67,58,32
9,54,2,14,55,77
9,77,4,89,70,40
11,5,3,83,80,58
4,69,4,38,69,62
7,28,4,53,91,54
6,59,4,27,23,81
8,20,1,33,32,25
8,44,3,20,76,10
8,22,2,24,52,87
6,58,3,100,57,29
4,34,3,82,90,32
9,78,1,68,64,27
5,60,3,15,84,84
6,1,3,24,67,42
8,21,4,20,39,29
6,37,4,40,56,24
4,77,2,43,24,35
4,11,1,37,81,35
10,0,4,80,61,20
4,56,4,17,89,45
4,51,2,80,86,23
5,8,1,96,68,11
10,11,4,45,79,10
7,26,1,45,80,86
6,48,1,14,21,81
10,11,1,41,78,27
10,66,1,32,40,24
5,2,2,52,65,70
9,17,2,50,70,80
5,34,2,47,42,57
5,80,4,30,87,79
7,72,1,71,34,38
8,6,4,46,57,59
6,34,4,58,69,72
5,1,2,59,66,55
11,39,4,12,78,70
6,48,4,25,45,46
9,75,4,42,30,79
2,11,4,36,52,64
12,2,4,19,62,20
2,51,4,40,80,15
1,76,4,36,72,46
4,56,4,75,53,80
10,63,2,58,49,29
3,53,2,26,87,65
4,8,2,88,26,87
10,69,1,73,57,60
11,20,4,97,43,24
5,60,1,68,20,43
10,71,4,61,72,79
11,49,2,26,56,19
3,25,3,99,60,35
4,63,2,40,47,51
1,53,1,25,20,71
5,76,2,99,58,53
8,2,4,13,38,29
3,36,4,67,35,65
9,49,4,87,84,29
4,19,3,31,67,11
2,31,3,36,38,56
2,49,3,96,66,65
5,43,4,88,86,17
4,27,4,31,37,27
12,53,1,74,68,56
10,69,3,71,37,89
8,72,4,33,27,40
6,6,2,57,46,23
6,14,3,19,78,72
6,56,3,56,33,87
9,3,1,60,32,79
2,73,1,35,56,55
5,68,4,71,49,20
8,65,4,76,65,48
5,62,1,55,53,21
2,53,3,13,64,56
12,69,2,21,93,57
2,63,3,70,59,55
2,49,3,62,88,88
5,26,4,82,54,41
4,60,4,38,59,21
2,29,4,12,32,43
12,9,2,25,34,53
10,29,1,78,96,84
3,0,3,84,21,30
12,59,1,35,89,81
3,44,3,98,92,74
2,57,4,49,44,72
10,18,3,43,58,43
11,15,4,26,69,78
10,75,2,42,92,65
7,12,1,44,54,22
11,0,2,28,65,52
11,32,1,96,70,37
10,71,3,50,72,80
5,61,1,68,77,11
7,46,2,79,20,61
10,38,3,39,34,82
4,33,1,92,82,37
9,79,4,23,51,20
5,4,2,51,65,43
3,49,3,60,20,63
5,33,3,85,67,60
8,20,2,67,79,82
1,19,3,43,98,58
12,49,2,73,67,30
5,49,1,73,86,30
10,41,4,42,90,61
6,52,4,43,47,73
11,18,2,67,53,64
9,3,2,65,45,23
1,62,4,40,84,27
11,38,4,56,59,83
4,10,1,52,46,67
5,24,4,28,59,27
7,57,2,58,97,53
3,30,2,19,35,62
8,0,4,91,92,51
8,46,4,10,67,56
1,3,4,81,55,16
7,44,2,89,75,56
5,57,2,37,28,27
6,58,2,93,61,73
12,19,4,88,78,30
10,40,4,88,44,38
10,69,2,86,87,16
10,30,4,21,80,46
3,65,4,27,24,88
1,67,1,95,84,57
5,62,1,34,77,75
5,19,3,59,78,11
7,8,1,52,56,37
4,45,2,44,27,63
9,42,2,18,58,83
8,22,4,67,60,66
6,66,4,23,21,71
10,17,1,24,74,70
3,66,1,92,62,49
8,72,1,45,43,89
3,2,1,24,45,76
8,52,1,67,33,60
9,17,2,88,98,83
11,50,3,100,35,67
12,49,4,100,42,88
5,56,3,48,55,78
4,63,1,100,90,20
10,74,1,78,25,52
7,69,2,68,60,72
9,74,3,26,74,32
8,59,2,48,76,18
11,72,1,47,60,53
5,80,2,100,38,23
10,61,4,29,78,24
2,55,2,83,24,53
9,37,2,31,89,37
10,16,3,42,36,56
3,54,2,89,37,83
10,17,4,17,70,76
8,61,3,99,89,29
2,17,4,17,29,66
10,6,2,52,88,54
5,26,4,57,86,41
7,25,3,33,27,46
6,35,1,96,94,59
10,26,2,11,41,32
3,80,4,70,74,71
11,38,1,81,70,35
10,49,2,48,58,28
7,19,3,19,86,28
2,41,1,67,49,70
3,48,4,41,51,72
12,60,4,56,29,86
9,19,3,40,32,62
8,61,1,70,79,66
10,43,4,28,74,55
4,76,4,53,30,86
12,14,2,63,79,67
8,42,4,79,93,64
3,49,3,73,50,43
7,46,4,67,92,82
7,30,2,35,80,83
4,37,3,17,49,37
5,65,3,51,67,37
2,36,4,41,32,17
3,0,1,73,62,20
1,56,4,80,68,68
5,14,1,97,90,85
3,24,3,41,64,45
11,41,2,55,61,77
2,37,4,85,40,12
10,48,3,15,83,14
12,26,3,26,99,34
12,53,1,89,76,49
9,79,3,85,40,43
1,78,1,19,66,27
12,40,2,84,55,23
3,31,4,37,26,81
5,34,3,47,38,31
4,47,1,83,48,36
10,44,3,40,93,88
6,54,2,67,75,42
1,69,4,90,34,28
9,50,3,39,51,87
11,60,2,38,89,33
2,56,2,77,52,61
1,77,1,53,40,46
2,8,3,42,85,14
5,16,4,97,67,44
9,15,2,25,65,58
11,71,4,21,89,25
4,59,1,83,76,56
9,58,4,86,37,31
10,37,4,35,82,40
3,62,2,98,75,27
8,50,3,53,80,45
6,3,1,17,73,16
4,36,1,19,31,21
1,12,2,13,21,30
4,44,1,48,89,57
6,33,3,16,85,13
4,80,4,17,38,37
8,20,3,44,46,25
12,2,3,46,53,11
12,64,1,17,41,44
6,73,4,16,82,70
1,12,4,28,84,80
1,10,2,87,77,44
4,41,4,60,85,14
5,22,2,19,92,69
8,77,1,56,21,15
6,34,3,21,54,81
11,20,3,91,50,38
12,40,1,68,57,36
5,46,4,69,57,53
12,35,3,94,66,70
6,57,4,83,71,10
7,45,3,38,66,28
12,38,1,80,32,23
5,62,1,81,87,17
9,76,3,36,87,84
4,12,2,19,80,43
11,79,4,67,72,52
12,34,4,75,59,60
8,13,2,84,30,79
9,66,3,89,29,18
5,64,1,17,38,83
11,71,3,36,26,79
2,41,3,91,35,87
12,49,2,43,49,45
10,63,4,74,28,83
7,43,3,90,68,37
12,13,2,54,78,84
2,79,3,18,37,49
2,30,2,54,31,44
10,6,3,31,60,26
6,14,1,95,73,80
4,71,2,29,49,17
12,68,1,64,64,23
3,37,1,27,55,76
5,13,3,63,67,69
2,31,1,39,25,70
12,18,3,27,38,90
12,52,3,82,65,88
1,30,2,65,100,77
12,28,1,100,70,21
6,50,2,45,90,84
8,33,1,12,100,37
4,29,3,17,48,24
1,61,2,89,30,41
1,71,1,29,33,89
5,33,3,95,31,57
9,25,2,34,100,80
2,44,4,54,84,19
12,53,2,23,34,48
5,41,4,71,88,89
4,10,2,75,42,88
8,27,1,74,61,79
10,30,4,73,31,34
6,54,1,70,94,35
9,46,3,87,84,39
6,18,3,17,88,34
9,39,3,89,82,52
11,40,4,68,99,82
12,78,3,55,90,30
11,38,2,94,23,43
1,62,1,33,56,81
4,62,2,75,81,15
10,16,4,80,62,44
8,74,3,91,89,55
3,31,4,83,56,27
1,4,2,73,44,48
7,68,1,13,67,32
8,19,1,17,68,40
12,35,3,78,69,15
2,51,2,81,81,70
7,67,4,29,98,42
9,22,3,16,63,73
4,5,2,17,68,35
3,43,1,62,100,31
5,48,2,12,52,33
10,27,2,73,52,44
6,9,1,98,69,61
10,29,3,78,99,15
4,25,3,63,89,74
7,60,1,51,45,57
6,28,2,48,84,72
8,57,3,63,37,59
8,63,1,43,46,39
7,61,4,22,86,71
6,7,3,31,50,61
1,11,2,82,21,51
1,22,1,50,99,27
5,1,4,93,81,50
5,70,2,65,73,31
8,49,4,90,70,79
1,5,1,34,54,90
11,53,1,37,55,85
2,34,3,24,23,33
2,53,4,23,52,35
2,49,2,35,37,50
6,80,3,35,73,48
10,22,3,68,20,39
9,57,4,95,20,21
6,72,2,36,50,25
6,58,3,11,32,69
7,52,1,42,64,60
7,71,4,94,32,49
8,43,2,59,56,65
9,16,1,78,71,81
12,57,3,28,65,21
3,17,1,70,51,87
12,58,1,84,63,35
7,9,2,66,56,24
8,77,4,46,32,67
7,47,2,80,61,27
11,10,4,89,76,13
11,64,4,64,22,56
6,28,4,89,54,74
10,18,1,79,28,69
3,49,1,42,96,52
9,67,4,76,82,90
8,0,1,19,60,20
7,2,2,65,20,70
8,28,4,92,24,89
12,69,3,36,34,63
1,21,1,38,20,31
9,22,2,91,92,14
4,33,4,86,73,69
12,58,3,56,85,18
11,6,4,90,71,57
11,64,1,48,32,42
12,59,2,55,64,16
7,40,1,85,67,86
10,3,3,66,96,54
12,78,2,89,48,22
9,44,3,40,31,78
7,11,1,23,100,90
4,4,2,65,87,49
5,12,4,32,45,28
11,11,3,39,93,70
7,7,3,99,66,33
5,36,1,54,74,20
11,3,4,34,51,55
12,5,1,25,41,48
12,25,2,39,90,58
4,79,2,13,45,19
6,6,1,40,72,10
9,56,3,35,81,26
9,62,1,37,93,57
4,17,1,24,26,38
5,54,1,88,35,52
10,53,2,79,24,37
11,20,1,26,40,62
12,18,2,82,93,89
